Opening Price,Closing Price,Low Price,Bounce Price,Decline Weeks,Bounce Weeks,Bounce ?,26 Week Close,ROI
11.25,9.25,8.18,9.45,21,4,1,12.33,1.304761905
16.28,13.75,13.6191,15.67,2,17,1,14.75,0.941289087
73.2,61.99,39.9,46.8,20,1,1,59.09,1.262606838
38.69,30.65,22.7,26.86,9,2,1,37.23,1.385889799
94.86,48.9,37.6,43.7,26,2,1,49.59,1.134668192
57.01,47.77,36.66,43.34,15,7,1,32.54,0.750807568
23.07,18.68,18.68,21.6,0,2,1,23.94,1.108333333
27.04,22.04,10.29,12,25,1,1,20.18,1.681666667
17.12,13.98,10.29,12,13,1,1,20.18,1.681666667
18.27,13.89,6,8.63,21,1,1,9.73,1.127462341
17.49,13.6,6,8.63,16,1,1,9.73,1.127462341
16.92,13.45,1.93,2.88,21,1,1,13.12,4.555555556
15.46,12.55,10.22,12.89,14,3,1,25.04,1.942591156
12.7,10.29,10.22,12.89,6,3,1,25.04,1.942591156
13.03,10.22,10.22,12.89,0,3,1,25.04,1.942591156
20.5,15.65,11.65,13.72,8,1,1,19.75,1.439139942
14.72,12.48,11.65,13.72,1,1,1,19.75,1.439139942
17.33,13.89,13.57,16.94,1,1,1,23.17,1.367768595
64.9,54.08,45,53.19,9,2,1,59.92,1.126527543
66.07,55.48,45,53.19,2,2,1,59.92,1.126527543
46,38.51,22.31,25.86,21,2,1,31.50,1.218097448
31.8,24.56,22.31,25.86,1,2,1,31.50,1.218097448
36.95,30.7,30.7,35.35,0,2,1,43.45,1.229137199
42.94,36.49,36.49,43.12,0,3,1,60.48,1.402597403
47.99,24.22,4.76,6.41,18,1,1,7.09,1.106084243
18.13,15.17,4.76,6.41,7,1,1,7.09,1.106084243
507,400,322.5,386,21,4,1,437.27,1.132823834
11.65,9.89,9.01,10.85,2,12,1,12.29,1.132718894
12.95,10.27,6.34,7.47,16,2,1,13.47,1.803212851
32.22,25.73,17.98,21.85,4,1,1,22.55,1.032036613
26.35,22.38,20.44,24.15,18,2,1,20.29,0.840165631
26.84,22.55,20.44,24.15,7,2,1,20.29,0.840165631
25.31,21.33,17.2,21.11,12,3,1,18.33,0.868308858
39.76,32.11,32.11,39.01,0,3,1,49.86,1.278133812
45.47,37.65,35.07,40.62,2,8,1,41.22,1.014771049
46.77,37.18,25.64,30.54,9,6,1,27.99,0.916502947
44.31,37.54,32.67,37.95,13,3,1,43.31,1.141238472
27.22,20.41,8.83,10.17,26,26,1,10.17,1
21.07,13.48,6.65,8.24,23,2,1,8.56,1.038834951
13.02,10.84,6.65,8.24,15,2,1,8.56,1.038834951
14.81,10.3,7.12,8.36,25,12,1,6.63,0.793062201
10.39,8.8,7.75,9.33,23,5,1,7.12,0.763129689
11.45,9.31,6.61,8.19,18,1,1,5.62,0.686202686
18.34,15.57,15.57,18.81,0,1,1,24.53,1.304093567
35.04,27.89,27.35,34.05,23,5,1,37.21,1.092804699
11.33,9.3,3.2,3.92,19,2,1,4.30,1.096938776
10.98,7.76,5.56,7.24,9,2,1,6.46,0.892265193
24.04,16.52,12.63,15.79,6,2,1,11.51,0.728942369
31.55,16.85,11.36,13.16,8,1,1,8.76,0.665653495
14.7,11.21,9.1,10.98,21,3,1,17.40,1.584699454
12.06,9.87,8.14,10.7,8,2,1,13.07,1.221495327
11.71,8.62,8.14,10.7,1,2,1,13.07,1.221495327
21,17,12.7,14.79,8,3,1,21.00,1.419878296
36.6,31.02,23.56,35.67,3,1,1,39.63,1.111017662
23.69,19.98,17.15,20.79,2,4,1,27.11,1.303992304
36.08,30.15,26.83,31.19,7,4,1,32.87,1.053863418
26.96,21.99,18.3,21.23,5,1,1,25.62,1.206782854
12.02,10.15,10.15,11.95,0,4,1,15.78,1.320502092
14.82,11.67,10.34,11.9,9,3,1,12.03,1.01092437
12.39,4.02,2.7,3.25,15,4,1,4.05,1.246153846
47.47,38.21,34.24,40.28,5,4,1,44.00,1.092353525
54.74,27.4,3.62,7.04,22,1,1,22.21,3.154829545
18.09,13.8,3.62,7.04,7,1,1,22.21,3.154829545
11.68,6.79,3.62,7.04,2,1,1,22.21,3.154829545
14.14,11.46,2.57,3.13,22,1,1,6.00,1.916932907
15.85,13.01,7.41,8.87,21,3,1,15.06,1.697857948
24.74,19.57,14.55,17.04,9,2,1,20.42,1.198356808
20.47,15.35,14.55,17.04,2,2,1,20.42,1.198356808
11.95,8.9,4.81,6.58,22,1,1,2.34,0.3556231
11.8,9.99,4.81,6.58,15,1,1,2.34,0.3556231
10.7,8.92,8.65,10.1,15,3,1,10.59,1.048514851
34.11,28.9,21.76,26.36,20,10,1,26.28,0.996965099
48.83,26.61,24.55,28.45,2,3,1,23.54,0.82741652
27.75,21.35,9.34,11.28,21,4,1,21.01,1.862588652
23.1,18.62,9.34,11.28,15,4,1,21.01,1.862588652
46.21,37.29,27.37,31.7,6,4,1,34.82,1.098422713
10.96,9.28,3.54,4.65,21,1,1,9.53,2.049462366
16.04,13.53,10.55,12.37,7,3,1,16.20,1.309620049
11.21,8.05,8.05,10.054,0,1,1,9.88,0.982693455
10.09,8.54,8.54,10.27,0,5,1,10.39,1.011684518
14.16,11.79,8.9,10.98,8,2,1,15.14,1.378870674
11.11,9.15,8.9,10.98,1,2,1,15.14,1.378870674
14.82,12.24,11.47,14.18,10,5,1,18.12,1.277856135
19.14,15.93,9.72,11.45,25,9,1,50.75,4.43231441
13.97,11.85,7.49,10.47,5,3,1,46.78,4.46800382
33.77,28,10.51,15.22,26,9,1,19.56,1.285151117
21.84,17.45,8.81,11.5,11,3,1,20.21,1.757391304
15,10.51,8.81,11.5,4,3,1,20.21,1.757391304
21.04,12.84,3.46,4.12,26,16,1,6.36,1.54368932
12.99,10.88,2.25,3.01,24,1,1,8.21,2.727574751
12.39,10.1,2.25,3.01,18,1,1,8.21,2.727574751
19.63,12.7,9.43,11.07,16,1,1,12.87,1.162601626
12.12,10.26,9.43,11.07,9,1,1,12.87,1.162601626
13.09,10.68,8.5,10.48,16,5,1,15.79,1.506679389
11.28,9.49,8.5,10.48,2,5,1,15.79,1.506679389
23.1,17.91,9.62,11.42,21,3,1,21.10,1.847635727
18.28,15.5,9.62,11.42,16,3,1,21.10,1.847635727
14.47,12.09,9.62,11.42,7,3,1,21.10,1.847635727
13.7199,11.55,9.62,11.42,2,3,1,21.10,1.847635727
21.08,13.85,10.37,12.54,21,2,1,30.73,2.450558214
38.45,31.45,31.45,38.88,0,2,1,42.52,1.093621399
11.54,8.66,4.59,5.5,13,4,1,7.66,1.392727273
10,8.11,8.11,9.97,0,1,1,15.50,1.554663992
17.29,14.55,14.55,18.43,0,4,1,26.37,1.430819316
12.82,9.74,8.02,9.65,24,3,1,9.17,0.950259067
13.99,11.05,11.01,12.7,5,2,1,15.85,1.248031496
19.5,13.14,12.34,14.63,1,4,1,14.13,0.96582365
11.5,8.1,7.93,9.59,6,1,1,11.85,1.235662148
27.62,18.96,14.48,17.38,9,2,1,24.01,1.381472957
14.06,11.3,11.3,13.14,0,10,1,14.65,1.114916286
26.65,20.17,11.84,13.87,21,1,1,31.24,2.252343187
13.94,11.84,11.84,13.87,0,1,1,31.24,2.252343187
37.87,31.86,27.56,32.38,2,2,1,40.92,1.263743051
35.86,28.95,25.3,30.15,18,5,1,26.69,0.885240464
10.64,9,8.13,9.37,5,21,1,9.05,0.965848453
23.5,19.72,8.94,10.84,22,3,1,16.93,1.561808118
13.89,11.72,8.94,10.84,4,3,1,16.93,1.561808118
31.49,22.21,19.06,22.2,12,2,1,35.85,1.614864865
28.93,22.01,7.48,11.06,19,1,1,12.95,1.170886076
13.25,10.05,7.48,11.06,2,1,1,12.95,1.170886076
12.33,10.31,9.18,10.78,6,3,1,18.86,1.749536178
12.87,10.88,10.61,12.36,5,6,1,12.84,1.038834951
25.31,20.38,9.26,12.55,7,1,1,14.67,1.168924303
88.13,67.9,62.75,81.03,5,3,1,69.13,0.853140812
68.03,51.97,9.88,14.91,21,3,1,38.21,2.562709591
58.3,47.59,9.88,14.91,15,3,1,38.21,2.562709591
20.3,15.16,9.88,14.91,2,3,1,38.21,2.562709591
13.94,11,7.32,8.73,7,1,1,13.54,1.550973654
17.88,14.83,13.9,16.85,7,5,1,15.90,0.943620178
31.42,26.19,17.74,20.9,6,1,1,25.96,1.242105263
25.74,20.5,17.74,20.9,1,1,1,25.96,1.242105263
89.78,74.21,71.65,85.11,9,4,1,64.51,0.757960287
53.88,44.6,29.36,44.77,7,1,1,38.36,0.856823766
44.93,38.11,37.28,43.74,10,4,1,41.74,0.954275263
44.19,36.59,34.57,41.74,3,4,1,40.82,0.977958793
10.89,9.02,8.45,10.28,6,5,1,10.66,1.036964981
10.02,8.45,8.45,10.28,0,5,1,10.66,1.036964981
43.8,33.28,16.99,19.84,22,1,1,45.18,2.277217742
85.86,69.7,51.81,69.87,8,4,1,82.50,1.180692715
139.55,111.28,95.9,116.97,21,5,1,101.04,0.863811234
10.85,6.66,5.05,5.92,21,2,1,9.87,1.66722973
16.78,11.72,10.29,12.84,1,3,1,20.63,1.606697819
27.64,23.48,21.46,24.84,10,9,1,28.64,1.152979066
35.31,29.83,26.28,31.82,9,4,1,19.31,0.606693903
19.57,16.2,10.45,13.77,8,1,1,16.71,1.213507625
36.27,30.46,23.63,28.63,8,2,1,35.12,1.226510653
12.59,10.36,6.75,9.5,19,5,1,5.85,0.615789474
21.08,16.4,9.1,10.5,26,26,1,10.50,1
12.79,10.8,10.2,11.79,1,3,1,13.24,1.122985581
17.52,11.73,6.27,9.38,23,1,1,5.26,0.560767591
11.25,6.79,5.36,7.7,21,1,1,6.22,0.807792208
11.68,9.6,5.36,7.7,16,1,1,6.22,0.807792208
15.68,13.25,8.23,9.47,10,1,1,14.50,1.531151003
10.7,8.95,8.23,9.47,4,1,1,14.50,1.531151003
21.95,14.06,9.53,11.9,4,2,1,12.19,1.024369748
18.01,14.39,11.26,13.16,15,5,1,16.11,1.224164134
11.52,9.53,8.62,10.01,1,2,1,8.39,0.838161838
24.16,19.93,17.77,21.22,21,8,1,19.86,0.935909519
17.84,13.34,8.54,10.95,19,2,1,11.02,1.006392694
11.5,9.3,5.9,7.5,14,1,1,9.22,1.228888889
46.65,34.75,27.67,33.13,21,1,1,45.44,1.371566556
45.37,38.56,27.67,33.13,8,1,1,45.44,1.371566556
40.88,30.53,10.14,12.39,22,1,1,26.63,2.149313963
21.89,18.19,10.14,12.39,10,1,1,26.63,2.149313963
12.72,10.14,10.14,12.39,0,1,1,26.63,2.149313963
29.3,24.13,24.13,31.54,0,3,1,37.35,1.184210526
39.63,32.47,16.12,18.56,16,1,1,20.04,1.079741379
27.72,23.28,16.12,18.56,11,1,1,20.04,1.079741379
19.5,16.12,16.12,18.56,0,1,1,20.04,1.079741379
61.5,46.5,38.53,51.84,21,15,1,51.60,0.99537037
50.56,41.91,41.55,48.45,1,2,1,47.57,0.981836945
13.9,10.13,4.09,5.39,22,2,1,2.95,0.547309833
15.86,13.15,5.75,6.71,19,3,1,7.83,1.166915052
104.24,86.29,71.18,83.73,24,4,1,97.49,1.164337752
15.4,12.76,6.26,8.23,21,1,1,15.36,1.866342649
54.35,45.11,36.2,42.92,6,7,1,51.37,1.196761417
13.73,11.48,3.51,4.81,21,2,1,6.14,1.276507277
47.56,38.19,34.05,39.38,2,4,1,47.43,1.204418487
59.02,49.49,18.31,22.5,26,8,1,31.25,1.388666667
45.71,37.77,17.61,20.37,21,3,1,26.57,1.30436917
35.82,25.51,17.61,20.37,9,3,1,26.57,1.30436917
21.75,18.05,18.05,23.4,0,1,1,21.50,0.918803419
25.95,21.5,15.65,18.45,15,6,1,23.03,1.24796748
25.84,21.48,15.23,17.99,25,2,1,10.57,0.587548638
17.81,15.06,8.62,10.04,26,9,1,19.19,1.911354582
18.56,14.27,6.04,7.15,22,1,1,20.51,2.868531469
10.58,8.84,6.04,7.15,7,1,1,20.51,2.868531469
26.26,20.59,18.98,22.19,14,10,1,23.55,1.061288869
12.33,10.14,7.75,8.92,16,1,1,12.50,1.401345291
11.47,9.48,7.75,8.92,2,1,1,12.50,1.401345291
101.67,49.28,40.97,48.46,22,8,1,46.13,0.951919109
19.4,15.23,7.19,8.57,17,1,1,7.76,0.905484247
65.6,54.34,54.34,63.66,0,4,1,59.70,0.937794533
27,22.95,21.76,27.64,1,1,1,28.68,1.037626628
23.76,17.7,17.7,20.7,0,1,1,22.20,1.072463768
40.64,31.36,27.98,32.55,21,2,1,33.00,1.013824885
103.31,87.48,58.85,67.78,21,2,1,75.28,1.11065211
77.58,63.11,58.85,67.78,1,2,1,75.28,1.11065211
53,39.23,5.4,9.03,22,1,1,23.80,2.635658915
18.1,14.18,5.4,9.03,3,1,1,23.80,2.635658915
18.73,15.3,15.1,17.99,2,1,1,25.55,1.420233463
11.46,8.99,5.14,6,23,4,1,10.47,1.745
16.91,10.45,7.76,10,2,1,1,15.05,1.505
15.8,13.34,8.01,9.3,13,1,1,6.44,0.692473118
10.82,8.9,6.55,7.76,26,1,1,9.77,1.259020619
11.22,9.42,4.1,4.95,11,1,1,12.89,2.604040404
34.24,25.61,13.57,19.12,5,1,1,22.62,1.183054393
34.49,29.23,27.66,32.36,9,3,1,35.57,1.099196539
14.51,11.5,2.25,2.74,22,1,1,4.40,1.605839416
14.86,12.63,6.89,8.39,23,4,1,10.25,1.221692491
12.62,9.55,6.89,8.39,10,4,1,10.25,1.221692491
36.75,31.19,24.19,28.01,21,2,1,51.92,1.853623706
61.17,51.37,47.41,56.77,1,5,1,56.10,0.988197992
51.03,43.2,32.71,38.01,16,1,1,35.98,0.946593002
35.1,28.5,16.21,20.17,19,2,1,29.53,1.464055528
39.02,32.76,31.21,36.51,1,10,1,36.48,0.999178307
10.68,7.85,7.08,8.98,9,4,1,10.08,1.122494432
13.09,9.84,3.9,5.42,11,1,1,5.05,0.931734317
18.32,12.99,2.53,4.25,25,1,1,6.24,1.468235294
17.79,15.02,6.81,8.01,23,1,1,12.25,1.529338327
16.42,13.61,6.81,8.01,8,1,1,12.25,1.529338327
10.23,8.49,6.81,8.01,2,1,1,12.25,1.529338327
24.74,20.3,11.28,14.95,21,1,1,26.49,1.771906355
15.93,12.66,11.28,14.95,15,1,1,26.49,1.771906355
26.65,18.6,13.21,16.37,21,3,1,19.15,1.169822847
51.31,42.13,12.22,17.74,22,1,1,36.61,2.063697858
35.25,28.14,12.22,17.74,16,1,1,36.61,2.063697858
31.59,26.8,12.22,17.74,3,1,1,36.61,2.063697858
32.04,26.82,26.82,32.17,0,3,1,37.64,1.170034193
30.3,23.6425,22.5,26.99,9,2,1,21.34,0.790477955
31.83,26.86,6.94,10.58,20,1,1,8.03,0.758979206
21.89,18.17,6.84,8.2,22,1,1,9.33,1.137804878
13.57,11.48,7,8.26,20,9,1,7.79,0.943099274
14.03,9.29,7.85,9.61,21,3,1,13.68,1.42351717
12,8.99,7.85,9.61,15,3,1,13.68,1.42351717
12.2,10.23,7.85,9.61,2,3,1,13.68,1.42351717
15.01,12.26,1.15,1.75,24,1,1,8.09,4.622857143
31.89,26.39,17.66,22.87,13,1,1,21.96,0.960209882
45.13,37.53,35.56,41.11,17,7,1,43.42,1.056190708
41.47,33.18,28.49,34.95,10,19,1,33.71,0.964520744
20.89,17.17,7.74,10.88,14,3,1,10.69,0.982536765
13.1,10.72,8.45,10.1,13,13,1,12.20,1.207920792
10.15,8.45,8.45,10.1,0,13,1,12.20,1.207920792
11.1,8.05,7.36,8.82,21,5,1,11.95,1.354875283
11.48,9.75,7.36,8.82,15,5,1,11.95,1.354875283
14.09,9.99,9.99,12,0,1,1,10.70,0.891666667
39.59,32.96,19.62,23.52,26,10,1,28.09,1.194302721
34.03,26,16.55,20.33,21,3,1,27.05,1.330545991
30.3,25.75,7.31,8.6401,20,1,1,11.75,1.359937964
24.93,21.02,5.97,7.93,23,3,1,8.85,1.116015132
55.76,46.88,30.08,34.892,26,3,1,24.17,0.69270893
19.4,16.4,8.25,10.6,23,3,1,14.43,1.361320755
15.9,12.85,8.25,10.6,15,3,1,14.43,1.361320755
12.34,10.16,10.16,11.72,0,3,1,13.75,1.173208191
12.39,10.52,10.52,12.97,0,3,1,13.47,1.038550501
14.3,12.05,11.15,13.35,10,9,1,15.03,1.125468165
11.66,8.11,6.78,7.87,21,1,1,11.47,1.457433291
99.44,83.8,17.82,23.68,20,1,1,28.99,1.224239865
39.17,29.17,17.82,23.68,6,1,1,28.99,1.224239865
39.91,33.8,27.31,32.95,8,3,1,38.13,1.157207891
31.59,25.52,15.35,19.98,7,3,1,19.78,0.98998999
170.88,49.19,4.06,6.27,26,1,1,8.68,1.384370016
39.67,26.2,2.95,3.4,26,1,1,10.25,3.014705882
26.51,22.19,2.95,3.4,20,1,1,10.25,3.014705882
20.55,17.16,17.16,20.01,0,1,1,25.70,1.284357821
23.34,19.79,17.45,22.23,22,3,1,29.23,1.314889789
25.95,21.12,17.45,22.23,8,3,1,29.23,1.314889789
21.15,17.45,17.45,22.23,0,3,1,29.23,1.314889789
25.48,20.97,8.37,10.42,20,4,1,6.00,0.575815739
15.09,11.11,8.37,10.42,13,4,1,6.00,0.575815739
12.49,10.23,5.48,6.48,26,4,1,5.84,0.901234568
50.29,42.56,36.3,42.93,25,4,1,26.97,0.628232006
36.02,30,16.08,20.76,22,1,1,31.90,1.536608863
33.4,24.68,16.08,20.76,17,1,1,31.90,1.536608863
70,54,20.5,26.668,22,2,1,28.94,1.08519574
52,40.2501,20.5,26.668,15,2,1,28.94,1.08519574
34.3,29,20.5,26.668,3,2,1,28.94,1.08519574
52.18,43.49,43.49,50.08,0,26,1,50.08,1
22.75,19.23,9.55,11.9717,22,1,1,7.70,0.643175155
11.88,9.55,5.7,7.01,17,1,1,9.00,1.283880171
11.41,9.58,5.7,7.01,11,1,1,9.00,1.283880171
10.21,8.57,7.69,9,2,3,1,10.60,1.177333333
12.5,10.15,9.05,10.45,2,1,1,14.40,1.377990431
13.25,11.25,10.95,13.25,1,4,1,13.82,1.043071698
10.54,7.6599,7.6599,9.28,0,1,1,10.67,1.149784483
10.17,8.6,7.94,9.25,3,2,1,11.75,1.27027027
67.49,54.32,39,47.45,9,4,1,59.00,1.24341412
65.1,55.2,44.16,52.51,8,2,1,55.04,1.048181299
35.77,30.34,26.01,30.73,26,2,1,26.18,0.851936219
17.58,14.68,8.76,10.22,22,5,1,6.35,0.621330724
40.19,33.98,24.57,29.65,7,3,1,29.95,1.010118044
33.89,25.79,24.21,29.78,15,3,1,29.15,0.978844862
11.5,9.71,7.57,8.85,12,3,1,9.69,1.094915254
11.63,9.2,8.94,10.82,10,3,1,11.93,1.1025878
56.95,46.62,33.15,44.53,1,1,1,61.30,1.376600045
50.49,41.42,41.42,49.8,0,1,1,63.96,1.284337349
118.5,57.65,57.65,66.52,0,15,1,70.24,1.055923031
95.65,81,14.99,21.05,22,1,1,60.05,2.852731591
39.87,33.03,14.99,21.05,7,1,1,60.05,2.852731591
31.61,25.13,14.99,21.05,2,1,1,60.05,2.852731591
64.78,52.78,46.8,67.67,14,1,1,82.08,1.212945175
101.35,85.05,82.08,95.07,2,4,1,122.20,1.285368676
93.38,77.36,62.9,73.58,7,3,1,114.19,1.551916282
84,71.2,33,40.05,22,2,1,42.73,1.066999584
20.12,15.81,6.8,8.18,21,1,1,13.17,1.61002445
16.03,13.33,6.8,8.18,15,1,1,13.17,1.61002445
28.1,23.24,23.24,26.77,0,2,1,35.55,1.327979081
15.6,11.05,9.41,10.89,21,1,1,12.91,1.185491276
12.41,10.11,9.41,10.89,15,1,1,12.91,1.185491276
63.22,48.35,38.32,44.38,24,7,1,48.28,1.087877422
11.4,9.47,4.5,5.26,25,19,1,6.16,1.170722433
12.16,7.59,5.6,25.1,25,2,1,17.87,0.711952191
14.69,11.55,8.17,9.64,21,2,1,13.17,1.366182573
46.3,16.99,16.17,18.82,9,4,1,22.40,1.190223167
11.99,10,6.2,7.3,25,10,1,8.49,1.163013699
18.28,14.83,11.7,13.75,16,3,1,12.37,0.899636364
24.65,20.62,8.74,10.91,26,1,1,14.38,1.318056829
15.9,12.59,8.74,10.91,16,1,1,14.38,1.318056829
11.24,9.36,5.25,6.34,25,4,1,5.12,0.807570978
11.99,10.04,8.42,9.83,13,2,1,9.39,0.955239064
22.3,18.77,13.27,16.62,1,1,1,22.21,1.336341757
19.8,16.6,13.9,16.25,21,3,1,9.90,0.609230769
27.76,19.94,18.25,25.83,3,1,1,42.10,1.629887727
41.41,30.89,30.89,40.91,0,1,1,49.39,1.207284283
42.5,33.12,33.12,39.8,0,1,1,52.55,1.320351759
37.82,31.59,28.41,32.9,4,1,1,49.03,1.490273556
68.99,56.17,27.41,34.88,22,3,1,47.96,1.375
45.6,37.81,27.41,34.88,7,3,1,47.96,1.375
75.5,62.54,28.28,35.68,20,1,1,40.09,1.123598655
42.99,34.75,28.28,35.68,7,1,1,40.09,1.123598655
40.55,33.65,32.34,37.38,1,1,1,44.17,1.18164794
10.65,8.23,8.23,10.835,0,2,1,10.65,0.982925704
45.5,34.51,34.51,41.17,0,2,1,58.83,1.428953121
59.45,48.01,39.4,46.01,14,6,1,51.61,1.121712671
53,40.5,39.4,46.01,1,6,1,51.61,1.121712671
44.32,36.64,28.13,32.83,19,2,1,58.25,1.774291806
90.67,74.06,69.56,82.63,4,4,1,66.41,0.803703255
52.57,43.85,34.74,40.08,21,11,1,46.29,1.15494012
13.6,10.8,10.8,12.89,0,2,1,12.15,0.942591156
12.25,7.55,7.55,9.821,0,1,1,11.50,1.170960187
30.25,23.99,22.33,27.6,8,2,1,30.37,1.100362319
27.34,22.84,22.33,27.6,1,2,1,30.37,1.100362319
39.75,33.42,12.33,17.16,9,1,1,16.93,0.986596737
27.4,18.38,12.33,17.16,2,1,1,16.93,0.986596737
10.98,9.3,4.52,5.29,22,2,1,9.35,1.767485822
19.81,14.77,7.23,10.43,21,2,1,12.77,1.224352828
15.5,12.83,7.23,10.43,15,2,1,12.77,1.224352828
11,8.69,7.37,8.5,11,6,1,9.12,1.072941176
16.69,13.74,5.33,6.99,16,1,1,21.82,3.121602289
13.27,8.34,5.33,6.99,2,1,1,21.82,3.121602289
36,28.43,21.68,25.25,8,3,1,35.45,1.403960396
26.25,22.23,21.68,25.25,1,3,1,35.45,1.403960396
36.92,29.04,10.13,12.2,24,1,1,35.06,2.873770492
24,20.16,10.13,12.2,16,1,1,35.06,2.873770492
13.77,10.13,10.13,12.2,0,1,1,35.06,2.873770492
20.13,16.93,9.28,11.13,22,1,1,16.55,1.486972147
16.75,13.5,13.02,15.08,1,2,1,20.05,1.329575597
25.48,20.64,18.64,21.84,8,5,1,33.07,1.514194139
12.15,8.7,7.65,8.85,6,7,1,12.10,1.367231638
28.06,23.82,21.57,25.43,26,14,1,26.76,1.052300433
36.6,28.61,26.01,34.19,6,1,1,43.05,1.259140099
34.79,26.01,26.01,34.19,0,1,1,43.05,1.259140099
88.11,46.3,44.53,51.57,12,4,1,55.81,1.082218344
25.49,17.7,7.5,9.89,19,1,1,10.24,1.035389282
15.5,12.82,6.04,7.13,14,1,1,11.62,1.62973352
16.73,14.03,5.95,7,20,2,1,8.90,1.271428571
12.35,9.43,5.95,7,5,2,1,8.90,1.271428571
20.47,16.02,10.92,13.53,7,2,1,9.39,0.694013304
14.86,12.13,3.5,5.51,8,2,1,8.07,1.4646098
42.3,35.18,30.46,36.59,26,4,1,29.60,0.808964198
32.63,18.92,15.79,19.27,16,7,1,24.41,1.266735859
23.34,17.09,15.79,19.27,1,7,1,24.41,1.266735859
27.25,19.66,15.08,17.63,18,5,1,17.45,0.98979013
51.64,42.98,41.52,48.72,1,9,1,65.01,1.334359606
124.99,64.6,21.05,26.89,24,1,1,33.51,1.246188174
43.87,36.72,17.4,20.94,7,1,1,40.58,1.937917861
34.51,29.07,22.45,27.64,8,4,1,25.93,0.93813314
19.84,16.38,5.01,6.76,26,3,1,4.56,0.674556213
37.4,29.7,29.7,34.45,0,2,1,38.44,1.115820029
11.24,9.01,6.13,7.377,2,2,1,12.75,1.728344856
13.2,9.24,7.29,8.76,9,2,1,10.59,1.20890411
25.16,18.76,15.87,18.81,21,3,1,21.85,1.161616162
21.92,17.52,15.87,18.81,15,3,1,21.85,1.161616162
23.57,19.96,11.52,13.33,21,4,1,18.07,1.355588897
16.6,13.29,11.52,13.33,12,4,1,18.07,1.355588897
18.8,15.966,13.1255,15.37,21,4,1,20.32,1.322186077
19.23,15.92,13.1255,15.37,16,4,1,20.32,1.322186077
15.49,13.1255,13.1255,15.37,0,4,1,20.32,1.322186077
24.76,20.01,18.64,21.63,22,5,1,26.53,1.226537217
38.5,32.17,17.95,22.05,22,3,1,29.27,1.327437642
11.36,9.42,7.81,10.32,8,3,1,12.49,1.210271318
15.79,13.22,9.63,11.2,16,2,1,13.11,1.170535714
27.22,23.11,4.68,5.71,20,1,1,5.14,0.900175131
15.35,11.96,1.8,2.09,22,1,1,4.00,1.913875598
77.09,64.46,48.83,56.77,16,1,1,69.65,1.226880395
16.14,12.65,5.92,7.45,21,1,1,18.01,2.417449664
10.89,9.11,5.92,7.45,3,1,1,18.01,2.417449664
23.54,19.47,19.47,22.74,0,2,1,32.99,1.450747581
27.39,20.96,11.67,16.26,7,1,1,21.08,1.296432964
26.53,18.74,17.66,21.76,17,3,1,24.90,1.144301471
87.33,74.15,53.78,65.15,4,1,1,72.57,1.113891021
10.21,7.0693,4.52,5.58,9,1,1,7.84,1.405017921
10.91,9.21,4.52,5.58,4,1,1,7.84,1.405017921
20.855,17.25,14.39,17.5,19,2,1,24.04,1.373714286
19.04,15.05,14.39,17.5,1,2,1,24.04,1.373714286
33,28.05,27.43,35.08,1,2,1,30.97,0.882839225
77.42,65.77,63.7,74.15,17,11,1,73.69,0.993796359
31.29,26.14,20.41,24.08,21,2,1,28.34,1.176910299
26.49,21.48,5.93,7.37,23,1,1,18.91,2.565807327
12.34,9.85,5.93,7.37,7,1,1,18.91,2.565807327
36.29,29.47,22.95,28.12,8,3,1,47.00,1.67140825
36.19,30.62,21.64,26.53,9,2,1,28.66,1.080286468
52.01,41.63,22.02,28.07,20,1,1,32.07,1.142500891
25.99,22.02,22.02,28.07,0,1,1,32.07,1.142500891
45.44,37.63,34.46,41.3,9,3,1,43.68,1.057627119
39.54,31.64,26.9,33.56,21,9,1,29.05,0.865613826
11.9,9.94,8.65,10.67,4,3,1,10.34,0.969072165
10.17,8.6,5.8,7.59,16,1,1,11.20,1.475625823
18.78,15.62,13.52,16.28,10,5,1,13.80,0.847665848
21.98,18.59,17.7,27.59,2,5,1,31.89,1.15585357
105.15,89.26,53.45,61.51,18,12,1,64.45,1.047797106
64.45,54.15,45.95,56.03,4,7,1,50.94,0.909155809
13.22,11.22,7.95,10.19,22,1,1,4.04,0.396467125
18.2,14,2.84,3.42,21,1,1,5.86,1.713450292
11.9,8.2,4.37,5.25,21,1,1,8.31,1.582857143
44.83,30.7,22.4,27.06,21,1,1,41.00,1.515151515
37.37,30.13,22.4,27.06,15,1,1,41.00,1.515151515
26.5,22.4,22.4,27.06,0,1,1,41.00,1.515151515
30.38,25.48,4.99,6.82,22,1,1,19.23,2.819648094
12.06,10.25,4.99,6.82,10,1,1,19.23,2.819648094
11.62,8.93,4.99,6.82,3,1,1,19.23,2.819648094
16.32,13.22,10.66,12.62,8,1,1,21.62,1.713153724
32.05,25.73,22.17,29.06,8,3,1,35.94,1.236751549
29.87,24.75,19.1,23.06,16,1,1,34.22,1.4839549
38.82,31.61,31.51,36.31,1,3,1,42.49,1.170201047
12.94,10.49,8.56,12.18,1,2,1,19.41,1.593596059
37.73,31.87,31.87,37.27,0,2,1,48.61,1.304266166
70.64,57.99,32.54,37.8,22,2,1,66.75,1.765873016
