Opening Price,Closing Price,Low Price,Bounce Price,Decline Bucket,Bounce Bucket,26 Week Close,ROI,ROI Bucket
54.59,43.45,30.84,38.76,2,1,46.20,1.19,4
19.54,16.19,8.24,15.6,3,2,36.65,2.35,8
29.94,24.21,15.25,18.35,5,1,21.60,1.18,4
22.32,16.76,12.61,14.94,5,1,24.32,1.63,7
15.8,12.61,12.61,14.94,1,1,24.32,1.63,7
23.61,10.89,8.63,10.56,5,3,8.05,0.76,2
10.5,8.49,2.6,3.48,5,1,4.01,1.15,4
43.5,31.94,22.52,26.36,3,1,32.26,1.22,5
36.6,29.42,22.52,26.36,1,1,32.26,1.22,5
10.48,8.51,8.51,10.28,1,2,11.55,1.12,4
80.66,67.15,26.19,34.73,5,1,61.16,1.76,7
45.19,38.05,26.19,34.73,2,1,61.16,1.76,7
31.9,22.64,22.64,30.15,1,1,37.15,1.23,5
33,26.09,26.09,30.55,1,2,40.80,1.34,5
18.39,9.6,8.71,10.23,3,4,10.92,1.07,3
49.03,38,38,46.67,1,3,46.13,0.99,3
14.43,10.92,4.85,14.99,5,4,10.05,0.67,1
11.83,10.05,6.24,7.18,4,2,9.32,1.30,5
14.62,12.38,10.51,12.75,2,2,14.10,1.11,4
16.67,13.61,9.3,10.99,5,5,11.41,1.04,3
14.27,11.5,4.56,5.78,3,1,11.90,2.06,8
16.42,13.18,11.22,13.05,4,1,16.58,1.27,5
22.12,18.76,16.15,19.57,5,3,20.39,1.04,3
16.97,9.82,6.84,8.23,4,1,5.00,0.61,1
41.9,2.93,1.84,2.27,5,1,2.09,0.92,3
11.06,9.24,7.07,8.37,4,4,10.28,1.23,5
16.9,11.42,4.52,7.42,3,1,6.80,0.92,3
10.06,6.67,5.75,7.19,4,2,10.28,1.43,6
12.41,9.73,6.25,7.34,5,5,7.03,0.96,3
10.12,7.52,5.33,6.2,5,2,5.93,0.96,3
43.99,37.27,22.45,31.73,5,1,13.71,0.43,1
51.83,36.4,7.35,12.03,5,1,22.64,1.88,7
25.24,19.94,7.35,12.03,3,1,22.64,1.88,7
19.98,15.05,13.17,16.97,2,1,22.59,1.33,5
23,16.21,13.66,18.4,3,1,25.17,1.37,6
18.31,13.66,13.66,18.4,1,1,25.17,1.37,6
19.18,16.1,15.1,17.7,1,1,26.17,1.48,6
13.77,9.8,9.02,12.99,3,1,15.52,1.19,4
12.94,9.02,9.02,12.99,1,1,15.52,1.19,4
14.35,11.04,10.57,12.6399,2,1,15.77,1.25,5
25,13.74,7.89,9.63,5,2,6.27,0.65,1
44.03,35.53,28.7,37.38,2,2,41.83,1.12,4
44.3,37.6,31.68,38.38,5,3,49.28,1.28,5
15.37,12.95,11.12,13.41,3,1,12.43,0.93,3
15.39,12.79,9,11.39,4,1,13.25,1.16,4
12.45,10.48,9,11.39,3,1,13.25,1.16,4
11.89,9,9,11.39,1,1,13.25,1.16,4
48.58,41.11,13.56,18.11,5,1,30.84,1.70,7
32,26.75,13.56,18.11,5,1,30.84,1.70,7
18.4,14.56,14.56,16.9,1,1,36.53,2.16,8
26.56,22.29,22.29,27.67,1,2,33.60,1.21,5
20.26,17.1,12.01,14.92,3,3,20.60,1.38,6
14.6,12.01,12.01,14.92,1,3,20.60,1.38,6
55.59,43.35,43.35,52.55,1,3,62.63,1.19,4
52.25,42.64,40.95,47.79,5,3,42.48,0.89,2
37.09,30,22.96,26.8,5,3,27.18,1.01,3
18.05,13.9,13.83,16.2,2,1,19.82,1.22,5
27.13,22.69,22.69,27.08,1,5,26.87,0.99,3
28.05,20.82,11.92,14.96,5,1,17.56,1.17,4
19.77,15.61,9.94,11.9,5,3,18.83,1.58,7
14.64,12.21,9.77,11.31,4,1,17.40,1.54,7
30.7,21.34,3.03,3.93,5,1,24.36,6.20,8
50.98,42.46,29.19,36.37,4,2,35.49,0.98,3
38.75,29.95,29.19,36.37,1,2,35.49,0.98,3
14.4,11.07,11.07,13.25,1,1,11.33,0.86,2
12.47,10.46,9.42,11.42,1,3,22.59,1.98,7
25.38,21.34,14.94,17.33,5,2,23.82,1.37,6
17.89,14.94,14.94,17.33,1,2,23.82,1.37,6
24.99,20.37,7.88,9.51,5,1,22.93,2.41,8
17.95,14.5,7.88,9.51,5,1,22.93,2.41,8
13.33,11.01,7.88,9.51,2,1,22.93,2.41,8
61.41,51.33,10.06,14.26,5,1,14.94,1.05,3
50.54,38.31,7.63,9.6,5,1,16.61,1.73,7
14.28,9.67,7.63,9.6,2,1,16.61,1.73,7
17.44,14.43,10.6,12.99,4,1,22.76,1.75,7
26.81,22.55,17.48,21.14,4,1,31.69,1.50,6
22.65,18.39,10.26,13.59,4,2,22.78,1.68,7
13.21,10.92,10.26,13.59,1,2,22.78,1.68,7
15.67,12.81,12.81,14.97,1,2,18.34,1.23,5
20.65,16.28,15.24,19.15,4,1,29.53,1.54,7
48.7,40.65,30.24,37.68,3,2,36.75,0.98,3
101.64,50.49,45.65,53.91,3,4,65.21,1.21,5
31.55,25.5,23.58,27.39,2,1,31.00,1.13,4
39.11,30.83,23.5,28.95,4,2,26.20,0.91,3
24.6,19.8,19.8,22.95,1,1,31.40,1.37,6
33.55,26.2,25.3,29.75,2,3,28.88,0.97,3
20.86,17.67,3.7,4.37,5,4,8.16,1.87,7
13.62,10.79,2.14,2.57,5,1,9.81,3.82,8
13.22,9.82,9.82,13.16,1,3,17.02,1.29,5
12.88,10.8,9.09,10.94,3,2,15.52,1.42,6
23.91,14.68,11.78,13.63,5,3,15.14,1.11,4
13.85,10.37,9.96,14,3,1,18.15,1.30,5
16.34,13.04,9.96,14,1,1,18.15,1.30,5
17.36,10.17,9.99,11.52,3,2,11.24,0.98,3
27.89,22.68,17.21,20.23,5,2,36.04,1.78,7
68.64,57.36,57.36,69.01,1,1,66.28,0.96,3
18.65,15.2,11.85,13.85,2,2,16.40,1.18,4
27.71,22.77,11.84,13.96,5,1,19.00,1.36,6
21.64,16.72,11.84,13.96,5,1,19.00,1.36,6
15.48,11.84,11.84,13.96,1,1,19.00,1.36,6
16.74,14.2,14,17.53,1,2,24.35,1.39,6
25.2,21.4,21.4,25.14,1,2,27.31,1.09,3
67.78,57.5,42.2,49.42,4,4,41.60,0.84,2
19.99,8.8,5.87,7.58,4,1,6.51,0.86,2
10.2,8.66,6.12,7.27,4,2,10.16,1.40,6
26,21.83,17.97,21.13,3,2,28.41,1.34,5
64.78,32.04,27.81,32.55,4,5,33.73,1.04,3
49.74,41.01,29.73,35.68,3,1,36.26,1.02,3
28.51,22.8,8.23,9.48,5,2,25.38,2.68,8
24.76,17.82,8.23,9.48,4,2,25.38,2.68,8
12.92,9.86,8.23,9.48,1,2,25.38,2.68,8
10.25,6.58,6.58,10.25,1,1,12.92,1.26,5
13.71,11.51,9.99,12.75,2,1,14.30,1.12,4
11.3,9.36,2.79,3.75,4,2,5.09,1.36,6
10.6,8.276,7.34,10.18,1,1,12.80,1.26,5
15.65,13.07,12.02,15.2,2,3,15.60,1.03,3
11.9,10.02,9.03,10.85,3,3,11.07,1.02,3
26.2,20,20,23.48,1,1,27.03,1.15,4
29.45,21.33,6.72,8.27,5,1,16.00,1.93,7
15.96,13.46,6.72,8.27,3,1,16.00,1.93,7
11.07,8.37,6.72,8.27,2,1,16.00,1.93,7
17.36,14.41,12.01,14.69,4,1,18.50,1.26,5
25.18,21.25,17.37,20.82,4,3,32.26,1.55,7
30.41,24.42,21.3,24.72,2,1,35.25,1.43,6
26.22,21.66,21.41,26.53,1,2,32.98,1.24,5
82.22,42.23,26.99,32.87,5,4,30.20,0.92,3
41.55,35.17,25.54,29.79,4,3,25.83,0.87,2
35.9,28.7,22.98,27.17,5,1,18.22,0.67,1
21.63,16.43,15.85,19,1,2,24.46,1.29,5
14.38,11.82,2.33,2.73,5,1,8.39,3.07,8
10.12,8.5,8.45,10.38,3,3,12.64,1.22,5
13.13,9.82,7.39,9.36,5,1,6.63,0.71,1
24.92,20.11,19.94,25.41,4,3,27.84,1.10,3
13.15,11.15,10.63,12.3,3,2,19.62,1.60,7
11.9,9.19,7.35,22.22,5,3,28.28,1.27,5
31.96,25.22,3.75,5,5,1,17.07,3.41,8
15.27,12.91,3.75,5,4,1,17.07,3.41,8
12.56,9.03,3.75,5,3,1,17.07,3.41,8
11.29,9.59,8.95,11.31,2,2,20.38,1.80,7
19.32,16.07,16.07,20.77,1,2,23.64,1.14,4
23.42,18.59,15.21,18.63,2,3,27.95,1.50,7
13.26,10.38,7.09,8.53,5,2,10.49,1.23,5
27.62,22.85,20.01,24.22,2,3,26.25,1.08,3
12.89,10.69,5.44,6.5,5,2,7.31,1.12,4
26.48,22.01,14.92,20.49,1,1,27.27,1.33,5
60.65,15.57,15.57,18.46,1,3,16.95,0.92,3
27.06,22.71,17.6,20.33,5,3,27.09,1.33,5
45.16,37.19,22.16,27.45,5,2,26.45,0.96,3
23.77,17.35,17.15,21.01,3,1,26.30,1.25,5
26.6,19.65,17.9,21.36,1,1,28.88,1.35,6
20.27,17.18,11.97,15.28,5,2,18.64,1.22,5
41.57,28.6,28.6,33.38,1,1,35.69,1.07,3
42.03,34.4,30.34,36.13,1,3,37.47,1.04,3
40,33.48,33.03,40.02,2,3,40.51,1.01,3
19.19,15.77,9.82,11.93,4,1,19.50,1.63,7
32.93,27.98,21.09,24.72,5,3,19.41,0.79,2
51.99,39.05,27.73,33.38,5,3,42.90,1.29,5
63.57,53.44,43,57.18,4,3,51.80,0.91,3
32.24,24.98,23.2,26.91,5,2,19.76,0.73,1
33.17,26.39,15.23,21.92,3,3,22.35,1.02,3
10.66,7.45,7.45,8.91,1,1,10.78,1.21,5
10.25,8.55,7.48,9.1636,1,2,11.33,1.24,5
21.46,18.03,17.35,23.24,3,2,23.70,1.02,3
10.6001,5.94,4.95,6.86,4,3,5.71,0.83,2
38.08,28.7,18.42,21.91,4,3,21.75,0.99,3
11.04,8.24,7.44,8.76,4,2,11.82,1.35,5
43.78,36.29,20.02,23.71,3,2,27.87,1.18,4
29.29,23.84,20.41,25.69,2,1,37.01,1.44,6
32.33,25.87,18.44,22.5,4,3,34.18,1.52,7
26,21.57,18.44,22.5,3,3,34.18,1.52,7
41.79,35.21,33.05,39.07,1,3,45.15,1.16,4
44.43,36.52,35.91,44.73,4,2,38.99,0.87,2
48.08,38.99,32.51,37.93,4,3,48.52,1.28,5
45.23,37.46,24.06,30.3,5,3,37.78,1.25,5
111.14,53.37,50.54,59.15,1,3,73.78,1.25,5
25.9,20.67,11.7,15,5,1,6.61,0.44,1
18.38,15.42,11.7,15,5,1,6.61,0.44,1
24.65,18.3,2.97,4.62,5,1,11.94,2.58,8
15.22,11.7,2.97,4.62,4,1,11.94,2.58,8
11.8,8.21,2.97,4.62,3,1,11.94,2.58,8
34.43,27.43,11.89,14.79,3,1,25.02,1.69,7
51.53,42.17,33.55,40.75,4,2,64.89,1.59,7
51.66,43.12,29.23,36.16,5,2,13.66,0.38,1
44.09,37.19,29.23,36.16,5,2,13.66,0.38,1
36.99,29.23,7.6,8.96,5,1,18.91,2.11,8
31.3,24.1,6.64,8.37,5,1,24.27,2.90,8
13.71,11.63,6.64,8.37,3,1,24.27,2.90,8
15.07,11.05,6.64,8.37,2,1,24.27,2.90,8
19.88,16.53,16.53,19.41,1,2,32.58,1.68,7
31.91,26.25,23.2,27.55,5,3,30.22,1.10,3
54.61,43.85,37.98,49.39,4,3,73.06,1.48,6
66.19,55.12,46.17,54.36,5,3,57.01,1.05,3
74.92,61.61,58.23,67.87,4,3,92.64,1.36,6
34.34,28.23,21.87,25.32,4,2,27.41,1.08,3
34.21,17.35,17.35,35.23,1,1,39.55,1.12,4
34.27,20.68,20.68,35.03,1,1,42.36,1.21,5
34.05,28.72,8.61,13.94,5,1,26.91,1.93,7
29.74,25.14,8.61,13.94,4,1,26.91,1.93,7
31.88,24.84,24.84,28.82,1,2,31.35,1.09,3
34.78,28.06,20.61,27.31,3,2,36.45,1.33,5
62.13,49.16,20.19,25.38,5,1,64.06,2.52,8
30.97,26.25,20.19,25.38,2,1,64.06,2.52,8
19.31,16.05,13.01,15.83,4,1,21.74,1.37,6
19.79,15.95,13.01,15.83,3,1,21.74,1.37,6
28.14,22.29,18.12,22.53,4,1,43.47,1.93,7
52.67,43.59,34.28,43.14,4,3,63.66,1.48,6
133.59,66.97,62.56,74.75,2,3,75.45,1.01,3
28.7,20.3,17.09,21.13,5,3,20.66,0.98,3
10.23,7.36,6.47,7.49,3,1,11.85,1.58,7
13.31,11.31,10.3,12.34,2,4,14.32,1.16,4
13.38,11.1,10.89,12.64,1,1,22.09,1.75,7
22.65,19.03,18.97,22.46,5,4,22.15,0.99,3
37.23,31.54,24.18,30.41,4,2,34.91,1.15,4
22.23,18.64,15.58,17.97,5,3,20.16,1.12,4
47.87,37.27,31.65,38.82,5,2,53.39,1.38,6
44.3,34.7,11.03,13.55,5,1,11.48,0.85,2
30.19,22.18,5.26,6.45,5,2,9.53,1.48,6
18.05,14.62,5.26,6.45,5,2,9.53,1.48,6
10.34,8.05,5.26,6.45,1,2,9.53,1.48,6
11.21,9.17,8.44,10.69,2,2,12.50,1.17,4
11.2,9.47,8.67,9.99,4,2,18.78,1.88,7
25.59,20.58,18.32,22.39,5,5,23.90,1.07,3
27.86,21.83,13.76,17.77,4,2,20.57,1.16,4
18.64,14.18,13.76,17.77,1,2,20.57,1.16,4
18.92,15.46,9.09,10.69,5,2,6.21,0.58,1
10.6,7.53,5.04,5.91,5,2,3.68,0.62,1
404.72,297,165,190.05,5,3,312.00,1.64,7
320,211.75,165,190.05,4,3,312.00,1.64,7
195,165,165,190.05,1,3,312.00,1.64,7
19.55,14.53,10.43,12,5,1,18.18,1.52,7
14.6,11.95,11.95,14.02,1,4,15.64,1.12,4
12.4,9.59,9.24,10.72,4,3,14.37,1.34,5
27,20.29,11.17,13.03,3,4,11.84,0.91,3
17.35,11.27,11.17,13.03,1,4,11.84,0.91,3
16.78,13.73,13.38,15.56,3,3,17.53,1.13,4
15.05,12.7,2.92,4.18,5,1,14.75,3.53,8
12.61,10.54,10.54,12.45,1,2,18.94,1.52,7
34.94,28.86,27.57,32.15,2,3,43.99,1.37,6
13.7,11.3999,5.4,6.63,5,3,2.58,0.39,1
11.89,9.9199,5.4,6.63,5,3,2.58,0.39,1
34.12,27.34,27.34,39.3,1,2,56.86,1.45,6
61.97,47.52,25.67,35.97,5,3,26.72,0.74,1
51.615,39.34,25.67,35.97,4,3,26.72,0.74,1
37.75,29.01,23.95,28.71,4,3,28.35,0.99,3
415,348.5,198,265,4,1,263.04,0.99,3
24.85,19.8,15.69,19.64,4,1,18.91,0.96,3
26.32,21.64,17.32,21.52,5,3,30.79,1.43,6
77.39,65.76,54.22,66.15,3,2,58.41,0.88,2
50.98,39.76,22.17,25.5,5,3,19.54,0.77,2
33.98,26.4,20.95,26.5,5,4,32.17,1.21,5
42.36,35.83,27.65,31.89,4,3,47.58,1.49,6
35.67,28.7,27.65,31.89,2,3,47.58,1.49,6
