Opening Price,Closing Price,Low Price,Bounce Price,Decline Bucket,Bounce Bucket,26 Week Close,ROI,ROI Bucket
5,4,4,5,2,3,53.35,1.03,3
5,4,4,5,2,3,46.69,0.91,3
4,4,4,4,3,1,44.75,1.26,5
4,4,4,4,1,1,54.17,1.47,6
2,2,1,2,4,1,17.30,1.50,6
2,1,1,2,1,1,17.30,1.50,6
3,2,2,2,5,1,13.25,0.76,2
3,2,2,2,5,4,10.90,0.71,1
4,2,2,3,1,1,29.00,1.05,3
4,3,3,3,1,2,31.28,1.12,4
3,2,2,2,5,5,18.39,1.08,3
2,2,1,2,5,2,10.05,0.96,3
2,2,1,1,5,2,5.29,1.00,3
2,1,1,1,5,4,3.41,0.75,2
2,1,1,2,4,3,7.90,0.79,2
4,3,2,2,5,2,30.88,1.55,7
3,2,2,2,3,4,16.59,0.89,2
3,2,2,2,5,4,24.02,1.44,6
4,4,2,2,5,1,32.84,2.51,8
3,2,2,2,5,1,32.84,2.51,8
3,3,2,3,5,2,29.90,1.27,5
3,2,2,3,4,2,29.90,1.27,5
3,2,1,2,5,1,15.30,1.51,7
2,1,1,2,1,1,15.30,1.51,7
2,2,2,2,3,2,17.45,1.26,5
4,4,4,4,1,4,38.21,1.04,3
3,3,1,1,5,2,6.55,0.88,2
2,1,1,1,2,2,6.55,0.88,2
2,1,1,1,4,3,9.97,1.35,5
2,1,1,1,5,1,16.48,1.97,7
2,1,1,1,4,1,16.48,1.97,7
4,3,2,2,3,2,17.98,1.17,4
2,2,2,2,1,2,17.98,1.17,4
2,2,2,2,5,5,8.96,0.66,1
2,2,1,2,4,2,12.20,1.04,3
2,2,2,2,3,3,23.85,1.77,7
3,2,1,1,4,1,8.22,1.03,3
2,1,1,1,2,1,8.22,1.03,3
6,6,4,4,5,3,83.02,1.75,7
6,5,4,4,5,2,77.55,1.72,7
5,4,4,4,2,2,77.55,1.72,7
5,5,5,5,4,2,60.69,0.87,2
5,5,4,5,4,3,63.38,1.11,4
4,3,2,2,5,3,10.89,0.67,1
3,3,2,2,4,3,10.89,0.67,1
2,2,2,2,1,2,13.78,1.02,3
2,2,1,2,5,2,9.89,0.94,3
2,2,1,1,5,2,7.66,1.06,3
2,1,1,1,4,2,7.66,1.06,3
2,1,1,1,4,1,11.77,1.32,5
2,2,1,1,3,1,11.77,1.32,5
6,6,6,6,4,2,427.90,1.35,5
4,4,3,4,3,1,52.57,1.31,5
3,2,2,2,4,3,23.04,1.49,6
4,4,3,4,5,5,36.90,1.09,3
4,4,3,4,4,4,37.34,1.17,4
4,4,3,4,4,2,46.38,1.29,5
4,4,4,4,2,3,46.53,1.02,3
4,4,4,4,3,3,51.37,1.20,4
2,2,1,2,5,1,14.98,1.23,5
2,2,1,2,4,1,14.98,1.23,5
2,1,1,2,1,1,14.98,1.23,5
2,2,2,2,1,4,17.65,1.05,3
4,4,4,4,4,5,40.80,1.07,3
2,1,1,2,1,1,14.40,1.17,4
2,1,1,2,1,1,12.29,1.14,4
2,1,1,2,2,1,12.90,1.16,4
2,1,1,1,4,2,11.59,1.36,6
2,2,2,2,4,3,15.07,0.96,3
2,2,1,1,5,1,14.59,1.64,7
2,2,1,1,4,1,14.59,1.64,7
2,2,1,1,2,1,10.43,1.10,4
5,4,4,4,4,1,64.92,1.50,6
5,5,5,5,2,3,74.26,1.16,4
3,2,2,2,4,2,22.34,1.20,4
2,2,2,2,4,1,13.41,1.15,4
2,2,2,2,3,1,15.54,1.20,5
2,2,2,2,1,1,15.54,1.20,5
5,5,3,4,5,1,39.09,1.25,5
4,3,3,4,1,1,39.09,1.25,5
2,2,2,2,4,2,25.71,1.57,7
2,2,2,2,1,2,25.71,1.57,7
3,2,2,2,4,3,19.42,1.16,4
2,2,2,2,2,3,19.42,1.16,4
3,3,2,3,4,2,24.06,1.15,4
2,1,1,2,2,2,10.61,0.99,3
2,2,2,2,1,1,14.23,1.14,4
2,1,1,2,1,1,12.26,1.20,4
5,4,4,4,1,2,54.03,1.12,4
4,3,3,3,5,2,45.53,1.71,7
5,2,2,2,3,3,15.08,1.11,4
4,4,2,3,4,1,27.39,1.21,5
4,3,2,3,5,1,30.73,1.48,6
4,3,2,2,5,2,11.75,0.80,2
3,3,2,2,5,4,20.48,1.46,6
3,2,2,2,5,2,13.37,1.06,3
2,1,1,1,1,4,14.67,1.84,7
2,1,1,1,4,2,10.53,1.22,5
2,1,1,1,3,2,8.80,1.16,4
2,2,2,2,5,3,9.46,0.55,1
2,2,1,1,5,2,5.89,2.17,8
3,2,2,2,5,1,31.60,1.73,7
3,2,2,2,3,1,31.60,1.73,7
5,5,5,5,3,2,83.84,1.18,4
6,5,5,5,3,4,60.91,0.98,3
4,4,3,4,1,3,33.02,0.94,3
2,1,1,1,5,1,13.60,2.79,8
2,1,1,2,1,1,14.05,1.35,6
2,2,2,2,4,3,11.15,0.80,2
2,2,2,2,2,3,15.97,1.14,4
2,1,1,1,5,2,12.19,1.24,5
3,3,2,2,5,2,22.71,1.17,4
2,2,2,2,5,2,12.81,0.87,2
2,2,1,1,5,1,9.38,2.13,8
2,1,1,1,5,1,9.84,2.44,8
2,1,1,1,5,2,12.70,1.34,5
2,1,1,1,1,2,12.70,1.34,5
2,2,1,2,4,3,11.00,0.95,3
2,1,1,1,5,1,2.18,0.69,1
5,4,4,4,4,3,29.81,0.65,1
3,3,2,3,2,3,34.09,1.50,7
3,2,2,2,3,3,18.41,1.09,3
4,3,3,3,5,1,38.12,1.48,6
5,4,4,4,5,2,51.56,1.33,5
3,3,3,3,2,1,31.29,1.05,3
2,2,1,2,4,2,16.81,1.57,7
2,2,2,2,2,3,21.04,1.27,5
3,2,2,2,3,2,23.58,1.42,6
2,2,1,1,5,1,5.16,0.77,2
2,1,1,1,5,2,7.17,1.96,7
2,1,1,1,5,3,7.60,1.32,5
2,1,1,1,5,2,6.72,2.38,8
3,2,2,2,5,2,11.66,0.76,2
2,2,2,2,5,2,11.66,0.76,2
2,2,2,2,5,2,10.53,0.79,2
2,2,1,1,5,1,10.34,1.17,4
2,1,1,1,5,3,7.21,0.92,3
2,2,2,2,3,1,24.55,1.48,6
2,2,2,2,1,1,24.55,1.48,6
3,2,2,2,4,1,20.45,1.07,3
2,2,1,2,4,2,20.91,2.05,8
3,2,1,2,4,2,20.91,2.05,8
5,4,4,4,4,1,48.06,1.14,4
2,2,1,1,5,1,10.43,1.80,7
2,1,1,1,5,1,10.43,1.80,7
2,1,1,2,2,1,15.84,1.56,7
2,2,1,1,3,2,8.77,0.97,3
2,1,1,1,5,1,1.85,0.27,1
4,4,4,4,1,1,45.34,1.03,3
2,1,1,1,5,1,3.61,1.21,5
2,2,1,2,3,3,13.13,1.13,4
6,5,3,3,5,2,21.52,0.91,3
6,5,2,3,5,1,23.14,0.97,3
5,5,2,2,5,2,25.57,1.38,6
3,3,2,2,3,2,25.57,1.38,6
3,3,2,2,2,2,25.57,1.38,6
4,3,3,3,4,1,53.12,2.15,8
5,5,4,5,4,1,88.84,1.59,7
5,4,4,5,2,1,88.84,1.59,7
5,5,5,5,4,2,68.16,1.05,3
5,5,5,5,1,2,68.16,1.05,3
4,4,2,3,5,2,23.02,0.98,3
4,3,2,2,5,2,25.05,1.27,5
2,2,1,1,5,3,3.08,0.58,1
2,2,2,3,1,1,24.90,1.04,3
2,1,1,2,2,2,14.30,1.25,5
5,5,4,4,5,3,60.53,1.22,5
6,5,4,5,2,3,65.01,1.17,4
3,3,3,3,1,3,69.40,2.47,8
5,4,2,2,5,1,31.81,1.66,7
4,3,2,2,4,1,31.81,1.66,7
4,3,3,3,2,1,44.88,1.62,7
5,5,4,5,3,2,88.26,1.55,7
6,5,4,4,4,1,46.30,1.20,4
5,4,4,4,2,1,46.30,1.20,4
3,3,2,3,4,1,48.72,2.16,8
5,4,3,4,5,1,57.24,1.62,7
3,2,1,2,4,1,16.14,1.35,5
2,2,1,2,4,2,14.69,1.32,5
2,2,2,2,5,4,13.55,0.99,3
2,1,1,1,5,2,14.11,1.49,6
4,3,2,3,3,1,25.76,1.15,4
5,5,4,4,5,1,74.54,1.50,7
5,5,4,4,4,1,74.54,1.50,7
5,5,4,5,2,2,93.83,1.70,7
6,6,6,6,4,4,366.25,1.25,5
6,6,6,6,1,4,366.25,1.25,5
6,5,4,5,2,3,66.32,1.30,5
5,4,2,3,5,1,46.87,2.08,8
6,5,5,5,2,3,122.07,1.25,5
5,5,4,5,4,1,52.02,0.95,3
5,5,4,5,4,4,65.47,1.12,4
5,5,5,5,5,4,92.99,1.11,4
2,1,1,2,1,3,12.22,1.14,4
3,2,2,2,1,3,18.03,0.91,3
6,5,5,5,1,3,64.97,0.92,3
5,5,5,5,5,4,61.79,0.95,3
5,5,5,5,1,3,75.67,1.29,5
3,3,3,3,2,1,24.47,0.91,3
3,3,1,1,5,2,18.99,1.91,7
2,2,1,1,5,1,9.66,1.13,4
2,1,1,1,4,1,9.66,1.13,4
4,4,3,4,5,2,46.25,1.36,6
4,4,3,3,5,1,32.34,1.27,5
3,3,2,3,3,1,35.47,1.60,7
3,3,3,3,1,2,39.57,1.42,6
5,5,4,5,3,2,65.88,1.08,3
4,4,4,5,1,2,65.88,1.08,3
5,5,5,5,2,3,91.59,1.40,6
3,2,2,2,4,1,29.30,1.54,7
3,2,2,2,1,1,29.30,1.54,7
4,3,2,3,2,1,21.88,0.90,2
2,2,1,2,5,2,15.51,1.40,6
2,1,1,2,1,2,15.51,1.40,6
4,4,2,3,5,1,34.98,1.50,7
2,2,2,2,1,3,18.12,1.45,6
2,2,1,1,5,3,22.82,2.68,8
3,3,2,2,5,4,22.76,1.18,4
5,5,3,4,4,1,36.34,1.00,3
5,4,3,4,5,3,34.40,1.01,3
4,4,3,4,4,3,34.40,1.01,3
4,4,4,4,4,2,44.00,1.15,4
4,3,2,2,5,2,16.06,1.05,3
2,2,2,2,5,2,16.06,1.05,3
2,2,2,2,3,2,16.06,1.05,3
2,2,2,2,2,3,16.40,1.00,3
2,2,1,1,5,2,2.39,0.53,1
2,1,1,1,5,2,2.39,0.53,1
2,1,1,1,5,1,6.14,0.81,2
2,2,1,1,5,5,8.87,1.22,5
2,1,1,1,5,1,8.31,1.72,7
2,1,1,1,5,1,8.31,1.72,7
3,2,2,2,5,1,20.41,1.59,7
3,2,2,2,4,1,20.41,1.59,7
2,2,2,2,1,1,20.41,1.59,7
2,2,1,1,4,2,6.11,0.68,1
2,2,1,1,4,2,10.03,1.94,7
2,2,2,2,3,2,15.83,1.20,4
4,4,3,3,3,1,29.40,1.11,4
3,2,1,1,5,1,7.65,1.06,3
2,1,1,1,3,3,8.44,1.00,3
2,2,1,1,4,1,8.77,2.53,8
2,1,1,1,3,2,8.11,1.04,3
3,3,2,3,5,3,26.56,1.27,5
3,2,2,3,1,3,26.56,1.27,5
3,3,2,2,5,1,21.90,1.37,6
2,2,1,2,3,2,17.21,1.47,6
2,1,1,2,1,2,17.21,1.47,6
2,2,2,2,4,2,15.40,1.15,4
2,2,2,2,1,2,15.40,1.15,4
3,2,2,3,4,3,22.16,1.00,3
4,3,3,3,5,2,35.87,1.29,5
3,3,3,3,1,2,35.87,1.29,5
4,3,3,3,5,2,17.40,0.65,1
2,2,2,2,5,1,18.00,1.23,5
2,2,2,2,5,1,18.00,1.23,5
3,2,2,2,4,2,8.65,0.64,1
2,2,1,1,3,1,16.42,1.67,7
3,2,2,3,1,3,25.12,1.17,4
4,3,3,3,5,4,28.67,1.04,3
3,2,2,2,4,3,19.46,1.29,5
2,1,1,2,5,1,7.67,0.74,1
2,2,1,1,5,1,8.18,1.34,5
2,2,2,2,3,2,31.49,2.25,8
5,4,2,2,5,5,20.91,1.14,4
5,4,2,2,5,2,23.94,1.39,6
3,3,2,2,4,2,23.94,1.39,6
4,4,3,4,5,3,50.61,1.43,6
5,5,3,4,3,3,50.61,1.43,6
2,1,1,1,2,2,14.71,1.64,7
2,2,2,2,1,4,14.71,1.04,3
2,2,2,2,2,1,17.01,1.16,4
3,2,1,1,5,1,11.92,1.34,5
3,3,2,3,3,2,21.62,0.97,3
2,2,2,2,5,4,6.96,0.56,1
2,2,1,2,5,1,7.88,0.71,1
2,2,1,1,5,1,9.01,1.31,5
2,2,1,1,3,1,9.01,1.31,5
2,2,1,1,4,1,12.17,1.23,5
3,3,2,2,5,2,25.90,1.39,6
3,3,3,3,1,3,30.33,1.06,3
3,3,1,1,4,1,16.02,1.68,7
3,2,1,1,3,1,16.02,1.68,7
2,1,1,1,1,1,16.02,1.68,7
2,2,2,2,4,2,18.36,1.28,5
2,2,2,2,1,2,18.36,1.28,5
2,1,1,1,2,1,6.72,0.81,2
4,4,4,4,1,1,42.25,1.14,4
3,2,2,2,5,1,26.85,1.84,7
2,2,2,2,4,4,15.95,1.15,4
2,2,2,2,3,2,8.24,0.62,1
2,1,1,1,5,4,1.55,0.64,1
2,1,1,2,3,2,39.80,3.91,8
4,4,4,4,1,1,42.71,1.17,4
5,4,3,3,4,2,33.16,1.23,5
4,3,3,3,1,2,33.16,1.23,5
4,4,2,3,4,3,18.28,0.82,2
3,3,2,3,3,3,18.28,0.82,2
2,2,2,2,1,1,16.50,1.17,4
2,2,2,2,1,1,24.32,1.62,7
2,2,2,2,1,2,21.99,1.44,6
2,1,1,1,3,2,9.89,1.23,5
4,4,3,4,5,2,44.90,1.43,6
4,4,4,4,5,3,44.35,1.07,3
6,6,6,6,3,4,106.78,0.89,2
6,5,5,5,4,4,83.64,1.39,6
2,1,1,2,1,1,12.60,1.19,4
2,2,2,2,4,3,13.39,0.96,3
2,1,1,1,3,1,12.00,1.40,6
2,2,1,2,5,3,13.44,1.25,5
3,2,2,2,5,3,25.61,1.44,6
2,1,1,1,4,2,10.92,1.31,5
2,1,1,1,4,2,10.68,1.29,5
2,1,1,1,5,2,6.90,0.88,2
3,3,2,3,2,1,27.69,1.21,5
3,3,2,2,3,1,21.08,1.34,5
2,2,2,2,1,2,23.33,1.31,5
4,3,3,4,5,4,37.36,1.12,4
5,4,4,4,4,4,38.73,1.11,4
3,2,1,1,5,1,3.57,2.02,8
2,2,1,2,2,2,13.66,1.21,5
2,1,1,2,1,2,16.93,1.68,7
2,1,1,2,5,2,13.15,1.25,5
2,1,1,2,4,2,13.15,1.25,5
2,1,1,1,5,1,12.99,1.41,6
2,1,1,1,4,1,12.99,1.41,6
2,1,1,1,2,1,12.99,1.41,6
5,5,5,5,1,1,68.40,1.03,3
3,2,2,3,3,1,25.16,1.18,4
3,2,2,3,1,1,25.16,1.18,4
2,2,1,2,2,1,13.35,1.32,5
2,2,1,1,5,1,6.00,1.27,5
4,4,2,2,5,1,30.30,1.84,7
2,2,2,2,1,1,30.30,1.84,7
4,4,4,4,4,2,46.29,1.02,3
4,3,2,3,2,2,38.88,1.60,7
5,5,5,5,1,2,70.55,1.14,4
2,1,1,2,3,1,12.59,1.17,4
2,1,1,2,1,1,12.59,1.17,4
2,2,2,2,1,1,17.09,1.04,3
2,1,1,2,3,1,10.83,1.06,3
2,1,1,2,1,1,10.83,1.06,3
4,3,2,3,5,2,21.84,0.97,3
2,2,1,1,5,2,13.88,1.69,7
2,1,1,1,4,2,13.88,1.69,7
2,1,1,1,2,2,13.88,1.69,7
5,5,5,5,1,4,65.94,1.13,4
5,5,5,5,1,5,64.27,0.88,2
6,5,5,5,3,3,117.56,1.21,5
2,1,1,1,3,1,9.91,1.10,4
3,2,2,3,2,3,22.80,1.12,4
3,2,2,2,5,2,18.83,1.26,5
2,2,2,2,3,2,18.83,1.26,5
3,2,2,2,5,2,14.95,0.91,3
2,2,2,2,4,2,14.95,0.91,3
2,2,1,1,5,5,10.14,1.32,5
2,1,1,1,5,4,4.94,0.90,2
2,2,2,2,1,3,15.92,1.21,5
5,5,4,4,4,2,70.86,1.69,7
4,4,4,4,1,2,70.86,1.69,7
3,2,1,1,5,1,16.24,4.79,8
2,2,1,1,3,1,16.24,4.79,8
3,3,3,3,4,3,29.23,1.15,4
3,2,1,1,5,1,9.82,1.16,4
2,2,1,1,4,1,9.82,1.16,4
2,2,1,1,5,1,12.78,1.31,5
4,3,3,3,4,2,20.30,0.84,2
2,2,2,2,3,1,11.83,0.77,2
3,3,2,3,5,2,15.94,0.70,1
3,2,2,2,5,1,21.56,1.64,7
3,3,3,3,1,3,24.04,0.99,3
4,3,3,3,4,3,20.57,0.85,2
3,2,2,2,5,5,20.71,1.07,3
2,2,2,2,3,4,19.17,0.99,3
6,6,4,5,5,1,68.39,1.36,6
5,5,4,5,3,1,68.39,1.36,6
2,2,1,2,3,1,14.03,1.23,5
2,2,1,2,1,1,14.03,1.23,5
4,3,3,3,5,1,36.43,1.49,6
2,2,2,2,1,1,15.83,1.01,3
2,1,1,1,5,3,12.33,1.30,5
2,2,2,2,2,5,14.75,0.94,3
5,5,4,4,5,1,59.09,1.26,5
4,4,3,3,4,2,37.23,1.39,6
5,4,4,4,5,2,49.59,1.13,4
5,4,4,4,4,3,32.54,0.75,2
3,2,2,3,1,2,23.94,1.11,4
3,3,2,2,5,1,20.18,1.68,7
2,2,2,2,4,1,20.18,1.68,7
2,2,1,1,5,1,9.73,1.13,4
2,2,1,1,5,1,9.73,1.13,4
2,2,1,1,5,1,13.12,4.56,8
2,2,2,2,4,2,25.04,1.94,7
2,2,2,2,3,2,25.04,1.94,7
2,2,2,2,1,2,25.04,1.94,7
3,2,2,2,4,1,19.75,1.44,6
2,2,2,2,1,1,19.75,1.44,6
2,2,2,2,1,1,23.17,1.37,6
5,5,4,5,4,2,59.92,1.13,4
5,5,4,5,2,2,59.92,1.13,4
4,4,3,3,5,2,31.50,1.22,5
4,3,3,3,1,2,31.50,1.22,5
4,4,4,4,1,2,43.45,1.23,5
4,4,4,4,1,2,60.48,1.40,6
4,3,1,1,5,1,7.09,1.11,4
2,2,1,1,3,1,7.09,1.11,4
6,6,6,6,5,3,437.27,1.13,4
2,1,1,2,2,4,12.29,1.13,4
2,2,1,1,5,2,13.47,1.80,7
4,3,2,3,3,1,22.55,1.03,3
3,3,3,3,5,2,20.29,0.84,2
3,3,3,3,3,2,20.29,0.84,2
3,3,2,3,4,2,18.33,0.87,2
4,4,4,4,1,2,49.86,1.28,5
4,4,4,4,2,4,41.22,1.01,3
4,4,3,4,4,3,27.99,0.92,3
4,4,4,4,4,2,43.31,1.14,4
3,3,1,2,5,5,10.17,1.00,3
3,2,1,1,5,2,8.56,1.04,3
2,2,1,1,4,2,8.56,1.04,3
2,2,1,1,5,4,6.63,0.79,2
2,1,1,1,5,3,7.12,0.76,2
2,1,1,1,5,1,5.62,0.69,1
2,2,2,2,1,1,24.53,1.30,5
4,3,3,4,5,3,37.21,1.09,3
2,1,1,1,5,2,4.30,1.10,3
2,1,1,1,4,2,6.46,0.89,2
3,2,2,2,3,2,11.51,0.73,1
4,2,2,2,4,1,8.76,0.67,1
2,2,1,2,5,2,17.40,1.58,7
2,1,1,2,4,2,13.07,1.22,5
2,1,1,2,1,2,13.07,1.22,5
3,2,2,2,4,2,21.00,1.42,6
4,4,3,4,2,1,39.63,1.11,4
3,2,2,3,2,3,27.11,1.30,5
4,4,3,4,3,3,32.87,1.05,3
3,3,2,3,3,1,25.62,1.21,5
2,2,2,2,1,3,15.78,1.32,5
2,2,2,2,4,2,12.03,1.01,3
2,1,1,1,4,3,4.05,1.25,5
4,4,4,4,3,3,44.00,1.09,3
5,3,1,1,5,1,22.21,3.15,8
2,2,1,1,3,1,22.21,3.15,8
2,1,1,1,2,1,22.21,3.15,8
2,2,1,1,5,1,6.00,1.92,7
2,2,1,1,5,2,15.06,1.70,7
3,2,2,2,4,2,20.42,1.20,4
3,2,2,2,2,2,20.42,1.20,4
2,1,1,1,5,1,2.34,0.36,1
2,1,1,1,4,1,2.34,0.36,1
2,1,1,2,4,2,10.59,1.05,3
4,3,3,3,5,4,26.28,1.00,3
4,3,3,3,2,2,23.54,0.83,2
3,3,1,2,5,3,21.01,1.86,7
3,2,1,2,4,3,21.01,1.86,7
4,4,3,4,3,3,34.82,1.10,3
2,1,1,1,5,1,9.53,2.05,8
2,2,2,2,3,2,16.20,1.31,5
2,1,1,2,1,1,9.88,0.98,3
2,1,1,2,1,3,10.39,1.01,3
2,2,1,2,4,2,15.14,1.38,6
2,1,1,2,1,2,15.14,1.38,6
2,2,2,2,4,3,18.12,1.28,5
2,2,1,2,5,4,50.75,4.43,8
2,2,1,2,3,2,46.78,4.47,8
4,3,2,2,5,4,19.56,1.29,5
3,2,1,2,4,2,20.21,1.76,7
2,2,1,2,3,2,20.21,1.76,7
3,2,1,1,5,5,6.36,1.54,7
2,2,1,1,5,1,8.21,2.73,8
2,2,1,1,5,1,8.21,2.73,8
2,2,1,2,5,1,12.87,1.16,4
2,2,1,2,4,1,12.87,1.16,4
2,2,1,2,5,3,15.79,1.51,7
2,1,1,2,2,3,15.79,1.51,7
3,2,1,2,5,2,21.10,1.85,7
2,2,1,2,5,2,21.10,1.85,7
2,2,1,2,3,2,21.10,1.85,7
2,2,1,2,2,2,21.10,1.85,7
3,2,2,2,5,2,30.73,2.45,8
4,4,4,4,1,2,42.52,1.09,3
2,1,1,1,4,3,7.66,1.39,6
2,1,1,1,1,1,15.50,1.55,7
2,2,2,2,1,3,26.37,1.43,6
2,1,1,1,5,2,9.17,0.95,3
2,2,2,2,3,2,15.85,1.25,5
2,2,2,2,1,3,14.13,0.97,3
2,1,1,1,3,1,11.85,1.24,5
3,2,2,2,4,2,24.01,1.38,6
2,2,2,2,1,4,14.65,1.11,4
3,3,2,2,5,1,31.24,2.25,8
2,2,2,2,1,1,31.24,2.25,8
4,4,3,4,2,2,40.92,1.26,5
4,3,3,4,5,3,26.69,0.89,2
2,1,1,1,3,5,9.05,0.97,3
3,2,1,2,5,2,16.93,1.56,7
2,2,1,2,3,2,16.93,1.56,7
4,3,2,3,4,2,35.85,1.61,7
3,3,1,2,5,1,12.95,1.17,4
2,2,1,2,2,1,12.95,1.17,4
2,2,1,2,3,2,18.86,1.75,7
2,2,2,2,3,3,12.84,1.04,3
3,3,1,2,3,1,14.67,1.17,4
5,5,5,5,3,2,69.13,0.85,2
5,5,1,2,5,2,38.21,2.56,8
5,4,1,2,4,2,38.21,2.56,8
3,2,1,2,2,2,38.21,2.56,8
2,2,1,1,3,1,13.54,1.55,7
2,2,2,2,3,3,15.90,0.94,3
4,3,2,3,3,1,25.96,1.24,5
3,3,2,3,1,1,25.96,1.24,5
5,5,5,5,4,3,64.51,0.76,2
5,4,3,4,3,1,38.36,0.86,2
4,4,4,4,4,3,41.74,0.95,3
4,4,4,4,2,3,40.82,0.98,3
2,1,1,2,3,3,10.66,1.04,3
2,1,1,2,1,3,10.66,1.04,3
4,4,2,2,5,1,45.18,2.28,8
5,5,5,5,4,3,82.50,1.18,4
6,6,5,6,5,3,101.04,0.86,2
2,1,1,1,5,2,9.87,1.67,7
2,2,2,2,1,2,20.63,1.61,7
3,3,3,3,4,4,28.64,1.15,4
4,3,3,4,4,3,19.31,0.61,1
2,2,2,2,4,1,16.71,1.21,5
4,4,3,3,4,2,35.12,1.23,5
2,2,1,1,5,3,5.85,0.62,1
3,2,1,2,5,5,10.50,1.00,3
2,2,2,2,1,2,13.24,1.12,4
2,2,1,1,5,1,5.26,0.56,1
2,1,1,1,5,1,6.22,0.81,2
2,1,1,1,5,1,6.22,0.81,2
2,2,1,1,4,1,14.50,1.53,7
2,1,1,1,3,1,14.50,1.53,7
3,2,1,2,3,2,12.19,1.02,3
2,2,2,2,4,3,16.11,1.22,5
2,1,1,2,1,2,8.39,0.84,2
3,2,2,3,5,4,19.86,0.94,3
2,2,1,2,5,2,11.02,1.01,3
2,1,1,1,4,1,9.22,1.23,5
4,4,3,4,5,1,45.44,1.37,6
4,4,3,4,4,1,45.44,1.37,6
4,4,2,2,5,1,26.63,2.15,8
3,2,2,2,4,1,26.63,2.15,8
2,2,2,2,1,1,26.63,2.15,8
3,3,3,4,1,2,37.35,1.18,4
4,4,2,2,5,1,20.04,1.08,3
3,3,2,2,4,1,20.04,1.08,3
2,2,2,2,1,1,20.04,1.08,3
5,4,4,5,5,4,51.60,1.00,3
5,4,4,4,1,2,47.57,0.98,3
2,2,1,1,5,2,2.95,0.55,1
2,2,1,1,5,2,7.83,1.17,4
6,5,5,5,5,3,97.49,1.16,4
2,2,1,1,5,1,15.36,1.87,7
5,4,4,4,3,3,51.37,1.20,4
2,2,1,1,5,2,6.14,1.28,5
4,4,4,4,2,3,47.43,1.20,5
5,4,2,3,5,4,31.25,1.39,6
4,4,2,3,5,2,26.57,1.30,5
4,3,2,3,4,2,26.57,1.30,5
3,2,2,3,1,1,21.50,0.92,3
3,3,2,2,4,3,23.03,1.25,5
3,3,2,2,5,2,10.57,0.59,1
2,2,1,2,5,4,19.19,1.91,7
2,2,1,1,5,1,20.51,2.87,8
2,1,1,1,3,1,20.51,2.87,8
3,3,2,3,4,4,23.55,1.06,3
2,2,1,1,5,1,12.50,1.40,6
2,1,1,1,2,1,12.50,1.40,6
6,4,4,4,5,4,46.13,0.95,3
2,2,1,1,5,1,7.76,0.91,3
5,5,5,5,1,3,59.70,0.94,3
3,3,3,3,1,1,28.68,1.04,3
3,2,2,3,1,1,22.20,1.07,3
4,4,3,4,5,2,33.00,1.01,3
6,5,5,5,5,2,75.28,1.11,4
5,5,5,5,1,2,75.28,1.11,4
